ID;Time [h];Load [MW]
R1S0.230T5;1;149,9999968
R1S0.230T5;2;149,9999871
R1S0.230T5;3;149,9999711
R1S0.230T5;4;149,9999486
R1S0.230T5;5;149,9999196
R1S0.230T5;6;149,9998842
R1S0.230T5;7;149,9998424
R1S0.230T5;8;149,9997942
R1S0.230T5;9;149,9997396
R1S0.230T5;10;149,9996785
R1S0.230T5;11;149,9996109
R1S0.230T5;12;149,999537
R1S0.230T5;13;149,9994566
R1S0.230T5;14;149,9993698
R1S0.230T5;15;149,9992765
R1S0.230T5;16;149,9991769
R1S0.230T5;17;149,9990708
R1S0.230T5;18;149,9989582
R1S0.230T5;19;149,9988393
R1S0.230T5;20;149,9987139
R1S0.230T5;21;149,998582
R1S0.230T5;22;149,9984438
R1S0.230T5;23;149,9982991
R1S0.230T5;24;149,998148
R1S0.230T5;25;149,9979904
R1S0.230T5;26;149,9978264
R1S0.230T5;27;149,997656
R1S0.230T5;28;149,9974792
R1S0.230T5;29;149,9972959
R1S0.230T5;30;149,9971062
R1S0.230T5;31;149,9969101
R1S0.230T5;32;149,9967075
R1S0.230T5;33;149,9964985
R1S0.230T5;34;149,9962831
R1S0.230T5;35;149,9960612
R1S0.230T5;36;149,9958329
R1S0.230T5;37;149,9955982
R1S0.230T5;38;149,9953571
R1S0.230T5;39;149,9951095
R1S0.230T5;40;149,9948555
R1S0.230T5;41;149,9945951
R1S0.230T5;42;149,9943282
R1S0.230T5;43;149,9940549
R1S0.230T5;44;149,9937752
R1S0.230T5;45;149,993489
R1S0.230T5;46;149,9931964
R1S0.230T5;47;149,9928974
R1S0.230T5;48;149,992592
R1S0.230T5;49;149,9922801
R1S0.230T5;50;149,9919618
R1S0.230T5;51;149,991637
R1S0.230T5;52;149,9913059
R1S0.230T5;53;149,9909683
R1S0.230T5;54;149,9906243
R1S0.230T5;55;149,9902738
R1S0.230T5;56;149,9899169
R1S0.230T5;57;149,9895536
R1S0.230T5;58;149,9891839
R1S0.230T5;59;149,9888077
R1S0.230T5;60;149,9884251
R1S0.230T5;61;149,9880361
R1S0.230T5;62;149,9876406
R1S0.230T5;63;149,9872387
R1S0.230T5;64;149,9868304
R1S0.230T5;65;149,9864157
R1S0.230T5;66;149,9859945
R1S0.230T5;67;149,9855669
R1S0.230T5;68;149,9851328
R1S0.230T5;69;149,9846924
R1S0.230T5;70;149,9842455
R1S0.230T5;71;149,9837922
R1S0.230T5;72;149,9833324
R1S0.230T5;73;149,9828662
R1S0.230T5;74;149,9823936
R1S0.230T5;75;149,9819146
R1S0.230T5;76;149,9814291
R1S0.230T5;77;149,9809373
R1S0.230T5;78;149,9804389
R1S0.230T5;79;149,9799342
R1S0.230T5;80;149,979423
R1S0.230T5;81;149,9789054
R1S0.230T5;82;149,9783814
R1S0.230T5;83;149,9778509
R1S0.230T5;84;149,977314
R1S0.230T5;85;149,9767707
R1S0.230T5;86;149,976221
